timestamp,AAPL,ADBE,ADI,AMAT,AMD,AMZN,AVGO,CRM,CSCO,GOOGL,IBM,INTC,INTU,KLAC,LRCX,META,MSFT,MU,NOW,NVDA,ORCL,PYPL,QCOM,TXN,WDAY
2019-01-02 05:00:00+00:00,157.92,224.57,85.92,33.48,18.83,1539.13,253.51,135.55,42.95,1054.68,115.21,47.08,194.47,90.91,138.3,135.68,101.12,32.75,178.32,136.22,45.22,85.75,57.4,94.45,159.74
2019-01-03 05:00:00+00:00,142.19,215.7,80.73,31.54,17.045,1500.28,230.96,130.4,41.07,1025.47,112.91,44.49,188.52,85.81,131.63,131.74,97.4,31.0,169.12,127.99,44.78,82.09,55.7,88.88,154.02
2019-01-04 05:00:00+00:00,148.26,226.19,82.69,33.7,19.0,1575.39,233.23,137.96,42.92,1078.07,117.32,47.22,196.0,91.3,138.06,137.95,101.93,32.7,179.23,136.19,46.71,86.27,56.6,92.9,163.35
2019-01-07 05:00:00+00:00,147.93,229.26,83.21,34.3,20.57,1629.51,237.98,142.22,43.21,1075.92,118.15,47.44,198.99,92.6,139.29,138.05,102.06,34.0,186.67,143.4,47.45,86.93,56.44,94.5,163.5
2019-01-08 05:00:00+00:00,150.75,232.68,85.24,32.91,20.75,1656.58,236.07,145.72,43.56,1085.37,119.83,47.74,203.76,91.13,136.93,142.55,102.8,33.74,188.11,139.83,47.88,88.7,55.95,94.38,166.95
2019-01-09 05:00:00+00:00,153.31,235.43,87.4,34.3,20.19,1659.42,246.28,145.99,43.32,1081.65,120.69,48.01,202.66,93.48,144.0,144.23,104.27,35.44,190.47,142.58,47.78,89.55,56.61,96.24,166.18
2019-01-10 05:00:00+00:00,153.8,237.77,88.61,34.76,19.74,1656.22,249.52,147.04,43.24,1078.83,121.79,48.56,206.06,93.71,144.57,144.2,103.6,35.91,190.0,145.23,47.82,90.7,56.8,97.72,167.96
2019-01-11 05:00:00+00:00,152.29,237.55,90.06,34.78,20.27,1640.56,250.57,147.55,43.49,1064.47,121.46,48.93,206.15,94.03,144.11,143.8,102.8,36.01,191.69,148.83,48.29,90.65,57.5,98.59,167.46
2019-01-14 05:00:00+00:00,150.0,234.56,87.5,33.86,20.23,1617.21,250.87,146.05,43.21,1051.51,120.39,48.35,205.15,92.43,140.43,145.39,102.05,34.67,188.4,150.44,48.18,90.43,57.3,96.33,163.33
2019-01-15 05:00:00+00:00,153.07,242.36,87.61,33.75,20.38,1674.56,256.49,149.19,44.02,1086.51,121.73,48.6,209.81,92.52,140.0,148.95,105.01,33.99,188.35,149.87,48.38,91.6,55.73,97.63,164.47
2019-01-16 05:00:00+00:00,154.94,241.95,87.0,33.64,19.73,1683.78,251.7,148.54,43.96,1089.51,121.62,48.13,209.99,90.96,138.75,147.54,105.38,33.58,189.59,148.84,48.06,90.55,55.27,97.17,165.34
2019-01-17 05:00:00+00:00,155.86,244.4,88.81,34.54,20.25,1693.22,255.33,149.82,44.21,1099.12,122.19,48.47,211.73,92.92,141.76,148.3,106.12,33.88,186.53,151.72,48.58,90.4,54.77,97.54,166.58
2019-01-18 05:00:00+00:00,156.82,247.51,91.36,35.71,20.77,1696.2,260.82,152.51,45.03,1107.3,123.82,49.19,213.87,95.73,147.55,150.04,107.71,35.76,190.09,156.93,49.27,91.12,55.27,99.42,172.08
2019-01-22 05:00:00+00:00,153.3,243.85,89.13,34.44,19.76,1632.17,258.29,148.95,44.78,1078.63,122.52,48.27,212.34,93.21,139.89,147.57,105.68,33.87,185.7,148.77,48.94,89.94,54.29,96.62,170.77
2019-01-23 05:00:00+00:00,153.92,245.14,88.86,34.31,19.8,1640.02,257.52,149.75,45.46,1084.41,132.89,47.94,212.24,91.85,139.33,144.3,106.71,34.24,183.96,149.29,49.24,90.5,51.77,95.49,171.66
2019-01-24 05:00:00+00:00,152.7,242.56,94.75,37.82,20.85,1654.93,263.55,146.87,45.61,1084.0,132.53,49.76,212.16,98.29,161.2,145.83,106.2,36.59,185.7,157.84,49.2,92.2,50.81,102.09,171.2
2019-01-25 05:00:00+00:00,157.76,244.95,97.67,39.19,21.93,1670.57,267.94,149.74,46.13,1101.51,133.97,47.04,214.3,101.39,165.49,149.01,107.17,38.96,191.08,160.15,49.8,94.28,51.3,104.41,175.58
2019-01-28 05:00:00+00:00,156.3,241.85,97.34,38.7,20.18,1637.89,267.62,147.33,45.75,1079.86,134.27,46.71,211.05,101.68,166.06,147.47,105.08,38.08,187.94,138.01,49.52,92.3,50.64,102.68,172.5
2019-01-29 05:00:00+00:00,154.68,238.27,97.01,38.2,19.25,1593.88,266.32,145.18,45.96,1070.06,134.33,46.54,208.33,100.99,164.99,144.19,102.94,37.39,184.82,131.6,49.61,91.12,49.4,101.35,166.69
2019-01-30 05:00:00+00:00,165.25,242.67,99.01,39.6,23.09,1670.43,270.82,149.16,46.71,1097.99,134.38,47.54,214.1,105.98,170.93,150.42,106.38,38.24,194.0,137.39,50.36,92.42,50.17,102.14,172.62
2019-01-31 05:00:00+00:00,166.44,247.82,98.86,39.08,24.41,1718.73,268.25,151.97,47.29,1125.89,134.42,47.12,215.82,106.57,169.58,166.69,104.43,38.22,220.02,143.75,50.23,88.76,49.52,100.68,181.53
2019-02-01 05:00:00+00:00,166.52,247.38,100.54,39.31,24.51,1626.23,266.81,155.87,47.34,1118.62,134.1,48.73,214.45,106.96,172.77,165.71,102.78,39.6,221.51,144.73,50.81,90.01,49.61,101.99,186.06
2019-02-04 05:00:00+00:00,171.25,254.74,99.7,38.9,24.13,1633.31,272.12,157.72,47.35,1141.42,135.19,49.22,220.91,107.03,173.16,169.25,105.74,39.47,225.14,149.18,51.03,91.66,49.69,101.8,186.78
2019-02-05 05:00:00+00:00,174.18,254.82,100.4,39.12,23.31,1658.81,270.0,158.99,47.26,1151.87,135.55,50.01,224.49,106.78,173.69,171.16,107.22,39.37,228.35,149.95,51.24,92.27,50.73,102.32,189.29
2019-02-06 05:00:00+00:00,174.24,254.35,102.41,40.28,23.26,1640.26,276.21,158.13,47.48,1122.89,136.32,49.9,224.58,107.82,177.1,170.49,106.03,41.52,225.56,153.0,51.26,92.25,51.1,106.48,188.48
2019-02-07 05:00:00+00:00,170.94,253.74,100.63,39.92,22.67,1614.37,269.09,154.93,46.7,1105.91,133.19,49.23,220.97,105.48,175.72,166.38,105.27,39.38,226.96,147.42,50.22,90.85,50.55,103.86,186.61
2019-02-08 05:00:00+00:00,170.41,257.0,100.73,39.78,23.05,1588.22,274.06,156.67,47.19,1102.38,133.71,48.84,224.83,105.6,175.3,167.33,105.67,38.58,228.56,148.17,51.03,91.87,50.29,104.55,189.41
2019-02-11 05:00:00+00:00,169.43,258.39,101.75,39.9,22.96,1591.0,275.72,159.91,47.58,1102.12,133.99,48.77,225.47,105.62,175.92,165.79,105.25,38.58,229.01,146.45,51.23,92.69,50.83,104.76,190.3
2019-02-12 05:00:00+00:00,170.89,261.37,104.06,40.69,22.82,1638.01,279.39,162.79,47.89,1127.58,136.05,50.01,228.96,107.2,179.25,165.04,106.89,40.4,234.65,151.17,51.22,94.38,51.66,106.44,189.52
2019-02-13 05:00:00+00:00,170.18,260.23,104.42,40.85,22.85,1640.0,281.32,160.4,47.5,1128.63,137.52,50.47,228.59,107.88,181.01,164.07,106.81,41.68,231.97,152.88,51.42,94.01,51.59,107.15,187.75
2019-02-14 05:00:00+00:00,170.8,260.14,104.49,40.71,23.13,1622.65,281.5,159.47,48.4,1129.2,136.48,50.81,230.78,107.14,181.33,163.95,106.9,42.23,234.03,154.53,51.48,94.42,51.57,106.97,188.54
2019-02-15 05:00:00+00:00,170.42,259.45,105.74,39.1,23.68,1607.95,281.93,159.05,49.43,1119.63,138.03,51.66,233.32,108.19,181.09,162.5,108.22,41.99,234.89,157.34,51.72,94.91,51.98,107.57,190.79
2019-02-19 05:00:00+00:00,170.93,257.81,104.22,39.3,23.95,1627.58,281.66,160.61,49.65,1126.51,138.7,51.4,234.63,108.26,180.31,162.29,108.17,41.96,234.58,156.64,52.02,95.02,52.01,107.28,192.74
2019-02-20 05:00:00+00:00,172.03,258.1,106.82,39.0,23.95,1622.1,283.42,158.54,49.63,1120.59,138.0,51.39,235.97,112.87,182.21,162.56,107.15,42.21,229.5,158.55,51.77,94.73,52.45,107.94,188.65
2019-02-21 05:00:00+00:00,171.06,257.76,105.28,38.83,23.92,1619.44,280.94,159.63,49.41,1104.21,137.84,51.41,235.03,112.99,178.82,160.04,109.41,41.53,230.01,155.77,52.11,94.96,52.35,106.64,189.47
2019-02-22 05:00:00+00:00,172.95,258.9,105.91,39.43,24.36,1631.56,276.5,161.31,50.11,1116.56,139.25,52.49,250.94,114.49,179.22,161.89,110.97,42.57,235.0,159.19,52.48,95.98,53.12,107.31,194.7
2019-02-25 05:00:00+00:00,174.23,258.62,107.9,39.66,24.71,1633.0,278.6,161.36,50.79,1117.33,139.46,53.1,247.72,115.76,179.6,164.62,111.59,42.74,237.0,158.69,52.56,96.7,52.99,108.19,196.23
2019-02-26 05:00:00+00:00,174.33,261.22,107.18,39.58,24.21,1636.4,275.0,163.0,51.18,1122.01,139.72,53.23,248.91,116.12,178.56,164.13,112.36,42.96,236.21,157.1,52.6,96.59,53.03,107.27,195.12
2019-02-27 05:00:00+00:00,174.87,262.9,105.93,38.78,23.48,1641.09,271.49,163.12,51.59,1122.89,139.17,53.24,249.85,114.9,177.2,162.81,112.17,41.32,240.31,155.41,52.38,97.86,53.04,105.71,197.45
2019-02-28 05:00:00+00:00,173.15,262.5,106.96,38.34,23.53,1639.83,275.36,163.65,51.77,1126.55,138.13,52.96,247.13,115.49,176.09,161.45,112.03,40.88,239.44,154.26,52.13,98.07,53.39,105.78,197.93
2019-03-01 05:00:00+00:00,174.97,264.01,108.44,38.56,23.68,1671.73,272.75,164.53,51.41,1148.52,139.2,53.3,250.41,115.78,176.75,162.28,112.53,41.58,243.52,156.45,52.51,98.8,54.2,106.76,189.14
2019-03-04 05:00:00+00:00,175.85,258.16,108.66,39.08,23.37,1696.17,274.89,158.5,51.16,1153.42,138.43,53.94,249.0,116.71,177.77,167.37,112.26,41.06,236.97,156.78,52.04,96.57,53.78,107.4,179.22
2019-03-05 05:00:00+00:00,175.53,257.38,108.23,38.93,23.5,1692.43,277.01,156.97,51.3,1169.19,137.88,53.68,247.09,115.24,173.54,171.26,111.7,39.99,236.0,156.52,52.36,96.53,53.94,106.57,181.96
2019-03-06 05:00:00+00:00,174.52,256.4,106.79,38.07,22.41,1668.95,271.35,156.79,51.67,1164.94,136.98,52.95,246.91,114.5,169.19,172.51,111.75,37.93,233.11,152.05,52.35,96.46,54.8,105.42,182.43
2019-03-07 05:00:00+00:00,172.5,255.46,105.68,37.57,22.08,1625.95,265.51,155.6,51.29,1150.85,135.36,52.6,245.43,114.63,167.16,169.13,110.39,37.83,233.37,149.26,52.58,96.21,54.03,104.95,181.75
2019-03-08 05:00:00+00:00,172.91,254.74,105.41,37.74,22.01,1620.8,264.19,155.06,51.07,1149.97,135.09,52.48,245.88,113.95,168.83,169.6,110.51,38.65,233.95,150.64,52.77,95.69,53.53,104.86,181.61
2019-03-11 04:00:00+00:00,178.9,260.96,107.68,38.51,22.96,1670.62,269.06,157.65,51.92,1179.26,137.71,53.35,250.54,116.93,172.01,172.07,112.83,39.03,239.86,161.14,52.66,97.45,54.35,106.45,185.5
2019-03-12 04:00:00+00:00,180.91,263.51,107.91,38.71,23.49,1673.1,269.63,158.28,52.15,1197.25,138.28,53.57,250.3,116.66,172.06,171.92,113.62,39.25,238.71,162.52,52.8,97.5,54.84,106.52,187.34
2019-03-13 04:00:00+00:00,181.71,264.38,108.08,38.6,23.38,1690.81,271.21,159.81,52.59,1199.06,138.56,54.37,253.65,116.88,170.41,173.37,114.5,38.83,240.39,168.62,53.06,99.31,55.39,107.58,186.16
2019-03-14 04:00:00+00:00,183.73,267.69,108.25,38.93,22.82,1686.22,268.2,160.67,52.74,1192.53,138.79,53.44,256.77,117.19,176.53,170.17,114.59,38.41,241.59,165.56,53.05,99.03,55.4,107.1,187.04
2019-03-15 04:00:00+00:00,186.12,257.09,109.39,40.39,23.29,1712.36,290.29,161.51,53.2,1190.3,139.43,54.33,258.13,119.62,182.41,165.98,115.91,39.54,241.89,169.81,52.94,100.73,56.6,110.74,186.69
2019-03-18 04:00:00+00:00,188.02,257.76,109.15,40.0,23.25,1742.15,293.84,161.95,53.51,1188.55,140.21,54.1,257.72,119.88,180.2,160.47,117.57,39.61,240.98,169.0,53.46,100.27,56.83,109.81,187.51
2019-03-19 04:00:00+00:00,186.53,260.42,109.95,40.37,26.0,1761.85,299.31,163.93,53.31,1202.46,140.49,54.17,256.06,120.16,179.35,161.57,117.65,40.37,241.96,175.71,54.04,101.54,56.97,110.02,191.53
2019-03-20 04:00:00+00:00,188.16,259.74,108.61,39.57,25.7,1797.27,291.03,163.51,53.26,1226.43,139.6,53.82,255.99,119.93,175.74,165.44,117.52,40.13,244.59,174.4,52.64,102.31,57.16,109.63,192.71
2019-03-21 04:00:00+00:00,195.09,264.18,110.18,41.33,27.89,1819.26,296.8,166.95,53.94,1236.13,141.44,54.64,260.62,123.8,183.8,166.08,120.22,43.99,250.95,183.94,54.04,104.15,57.77,112.22,197.58
2019-03-22 04:00:00+00:00,191.05,259.69,107.4,39.86,26.37,1764.77,292.65,161.5,52.74,1207.65,139.45,53.26,252.68,120.53,179.45,164.34,117.05,41.62,241.21,177.5,52.77,101.27,56.82,109.68,191.08
2019-03-25 04:00:00+00:00,188.74,262.27,105.25,39.4,25.97,1774.26,292.16,160.88,52.73,1197.38,139.18,52.78,253.83,119.4,179.09,166.29,117.66,40.55,241.7,173.78,52.74,101.55,56.64,107.11,190.7
2019-03-26 04:00:00+00:00,186.79,265.67,107.1,39.63,25.69,1783.76,297.03,159.4,53.23,1189.84,140.22,53.44,255.99,120.04,180.05,167.68,117.91,40.32,245.0,176.87,53.28,103.15,58.0,108.33,192.64
2019-03-27 04:00:00+00:00,188.47,262.34,104.96,38.93,24.89,1765.7,295.97,155.12,53.14,1178.01,139.24,53.16,255.38,118.1,177.64,165.87,116.77,39.23,241.37,176.5,52.81,103.07,56.91,105.97,189.68
2019-03-28 04:00:00+00:00,188.72,263.53,104.07,38.51,25.06,1773.42,299.07,155.18,53.36,1172.27,139.92,53.11,259.22,117.47,175.68,165.55,116.93,39.34,243.33,177.25,53.19,103.86,56.55,104.91,190.2
2019-03-29 04:00:00+00:00,189.95,266.49,105.27,39.66,25.52,1780.75,300.71,158.37,53.99,1176.89,141.1,53.7,261.41,119.41,179.01,166.69,117.94,41.33,246.49,179.56,53.71,103.84,57.03,106.07,192.85
2019-04-01 04:00:00+00:00,191.24,272.15,108.28,41.13,26.36,1814.19,305.79,161.18,54.98,1198.98,143.3,54.51,265.75,122.16,184.7,168.7,119.02,42.25,245.73,182.28,54.58,105.55,57.81,108.64,192.75
2019-04-02 04:00:00+00:00,194.02,271.35,108.11,40.99,26.75,1813.98,303.05,160.51,55.29,1205.54,143.0,54.36,268.26,121.95,184.26,174.2,119.19,42.44,246.82,183.0,54.15,105.23,58.09,110.28,193.78
2019-04-03 04:00:00+00:00,195.35,271.5,109.84,42.43,29.02,1820.7,304.2,162.62,55.63,1210.81,143.63,55.46,269.08,124.07,191.54,173.54,119.97,43.9,247.14,188.62,54.06,104.69,57.68,112.75,193.5
2019-04-04 04:00:00+00:00,195.69,267.89,110.54,42.62,29.09,1818.86,302.0,158.52,55.14,1219.45,142.78,55.92,262.63,123.99,191.03,176.02,119.36,42.89,237.03,188.26,53.82,104.46,57.86,113.24,185.47
2019-04-05 04:00:00+00:00,197.0,267.42,111.46,43.04,28.98,1837.28,304.28,158.56,55.21,1211.45,143.28,55.6,261.7,124.34,195.15,175.72,119.89,43.32,236.98,190.95,53.93,105.73,57.99,113.63,186.29
2019-04-08 04:00:00+00:00,200.1,268.81,111.74,42.92,28.53,1849.86,304.48,158.47,55.49,1208.28,143.39,55.68,260.76,124.72,193.58,174.93,119.93,42.9,237.21,191.79,53.72,106.57,57.76,115.22,187.11
2019-04-09 04:00:00+00:00,199.5,269.07,110.5,42.01,27.24,1835.84,303.45,156.97,55.18,1202.69,142.11,55.32,258.9,122.13,190.46,177.58,119.28,41.72,238.76,189.26,53.83,106.93,57.44,113.94,190.8
2019-04-10 04:00:00+00:00,200.62,271.58,112.07,42.17,27.83,1847.33,307.51,160.24,55.82,1206.45,143.02,55.75,259.09,123.34,190.84,177.82,120.19,42.17,243.66,192.1,53.97,107.51,56.33,114.92,195.1
2019-04-11 04:00:00+00:00,198.95,271.9,111.82,42.47,27.79,1844.07,309.41,160.73,55.6,1209.59,143.78,55.8,259.59,122.91,191.31,177.51,120.33,42.28,245.77,191.54,53.79,106.46,55.9,114.88,195.87
2019-04-12 04:00:00+00:00,198.87,271.86,114.21,42.99,27.85,1843.06,317.03,160.71,56.29,1222.73,144.35,56.42,260.06,123.43,194.08,179.1,120.95,42.01,244.3,190.01,54.5,108.48,56.95,116.76,195.75
2019-04-15 04:00:00+00:00,199.23,272.22,112.94,42.71,27.33,1844.87,316.4,160.09,56.56,1226.53,143.9,56.28,260.88,122.25,192.81,179.65,121.05,41.82,243.79,184.7,54.63,108.14,57.18,115.09,192.91
2019-04-16 04:00:00+00:00,199.25,271.43,114.6,43.72,27.93,1863.04,318.5,158.69,56.95,1231.91,145.14,56.71,257.99,124.35,194.62,178.87,120.77,42.76,239.81,188.21,54.59,108.2,70.45,116.37,195.79
2019-04-17 04:00:00+00:00,203.13,269.45,114.4,43.89,27.49,1864.32,320.53,155.34,56.31,1240.24,139.11,58.56,256.23,123.69,196.29,178.78,121.77,43.15,236.23,187.29,54.48,108.81,79.08,115.6,191.02
2019-04-18 04:00:00+00:00,203.86,270.57,114.79,43.95,27.68,1861.69,318.62,155.99,56.4,1241.47,140.33,58.49,257.77,124.2,194.77,178.28,123.37,43.4,237.4,186.3,54.52,107.36,79.89,115.51,187.83
2019-04-22 04:00:00+00:00,204.53,272.21,113.61,43.79,28.18,1887.69,315.0,158.76,56.34,1253.76,138.89,58.82,261.51,123.07,195.16,181.44,123.76,43.4,242.64,188.43,54.62,106.81,81.97,114.95,189.37
2019-04-23 04:00:00+00:00,207.48,278.49,114.11,43.83,27.97,1923.77,315.64,161.23,56.69,1270.59,140.44,58.78,265.68,123.16,194.78,183.78,125.44,42.77,243.55,190.67,54.94,106.9,86.72,116.38,195.2
2019-04-24 04:00:00+00:00,207.16,275.45,117.29,44.46,28.46,1901.75,314.33,159.56,56.88,1260.05,139.95,58.72,264.04,125.64,195.44,182.58,125.01,43.03,242.7,191.17,55.18,107.22,86.83,118.43,195.37
2019-04-25 04:00:00+00:00,205.28,277.66,115.02,44.45,27.66,1902.25,311.82,163.09,56.33,1267.34,138.63,57.61,263.84,125.41,205.08,193.26,129.15,42.75,260.69,186.91,55.01,110.22,85.07,117.17,198.82
2019-04-26 04:00:00+00:00,204.3,281.96,114.44,44.66,27.88,1950.63,310.41,165.96,55.88,1277.42,139.44,52.43,253.58,125.79,206.39,191.49,129.89,42.1,267.08,178.0,55.41,110.56,86.64,117.21,204.41
2019-04-29 04:00:00+00:00,204.61,286.14,113.88,44.24,27.69,1938.43,312.72,165.36,56.13,1296.2,139.05,51.11,247.73,126.05,206.12,194.78,129.77,42.11,271.69,179.33,55.08,112.44,87.25,116.7,204.51
2019-04-30 04:00:00+00:00,200.67,289.25,116.24,44.07,27.63,1926.52,318.4,165.35,55.95,1198.96,140.27,51.04,251.06,127.48,207.43,193.4,130.6,42.06,271.51,181.0,55.33,112.77,86.13,117.83,205.63
2019-05-01 04:00:00+00:00,210.52,283.35,114.7,43.38,26.81,1911.52,318.9,162.15,55.58,1173.32,140.56,50.76,243.85,125.96,203.96,193.03,127.88,41.9,270.4,180.47,54.88,110.94,86.37,116.29,201.18
2019-05-02 04:00:00+00:00,209.15,279.64,116.96,43.7,28.29,1900.82,315.82,161.83,54.94,1166.51,139.59,50.55,245.95,128.17,206.84,192.53,126.21,42.56,262.67,183.19,54.6,109.7,87.14,117.46,198.65
2019-05-03 04:00:00+00:00,211.75,285.58,116.95,43.96,28.22,1962.46,315.71,163.34,54.94,1189.55,140.25,51.75,248.86,128.47,207.78,195.47,128.9,43.33,268.52,183.01,54.79,111.96,89.29,117.47,203.12
2019-05-06 04:00:00+00:00,208.48,283.66,114.93,43.11,27.42,1950.55,311.57,162.5,54.59,1193.46,140.38,51.22,248.48,124.61,204.54,193.88,128.15,42.13,269.75,179.85,54.85,110.85,88.25,115.86,202.98
2019-05-07 04:00:00+00:00,202.86,277.07,113.68,42.05,26.66,1921.0,307.29,156.9,53.45,1178.86,137.64,50.48,244.41,116.96,199.94,189.77,125.52,40.26,264.81,173.11,54.0,108.95,85.2,113.93,198.54
2019-05-08 04:00:00+00:00,202.9,276.77,110.55,41.58,27.09,1917.77,303.39,156.86,53.47,1170.78,138.0,49.24,244.12,114.55,199.71,189.54,125.51,39.75,265.98,173.92,53.99,109.07,84.54,112.56,196.92
2019-05-09 04:00:00+00:00,200.72,275.79,110.55,40.94,27.21,1899.87,304.06,156.31,52.92,1167.97,135.34,46.62,241.3,114.13,198.63,188.65,125.5,39.27,270.49,170.19,54.25,109.73,83.78,112.15,200.35
2019-05-10 04:00:00+00:00,197.18,278.48,110.6,40.8,27.96,1889.98,303.96,159.94,53.36,1167.64,135.32,46.2,244.63,114.02,197.9,188.34,127.13,38.94,274.9,168.82,54.65,110.41,85.84,112.6,203.53
2019-05-13 04:00:00+00:00,185.72,267.7,104.23,39.09,26.24,1822.68,293.38,153.15,51.3,1136.59,131.42,44.76,236.93,108.83,188.3,181.54,123.35,37.38,260.12,158.45,53.43,106.83,83.89,107.11,194.08
2019-05-14 04:00:00+00:00,188.66,271.86,106.75,40.01,27.32,1840.12,302.0,158.07,52.02,1124.86,133.31,45.17,240.99,109.57,192.44,180.73,124.73,38.51,272.07,162.04,54.13,109.09,86.13,109.04,201.28
2019-05-15 04:00:00+00:00,190.92,276.82,107.89,41.5,27.58,1871.15,304.37,155.06,52.44,1170.8,134.4,45.62,243.14,110.35,195.48,186.27,126.02,38.41,273.96,159.58,54.56,111.5,86.26,110.29,204.99
2019-05-16 04:00:00+00:00,190.08,283.55,104.7,41.66,28.01,1907.57,297.29,158.48,55.93,1184.5,135.88,45.53,247.55,108.78,194.46,186.99,128.93,37.31,277.96,160.19,54.64,113.87,82.81,109.21,212.0
2019-05-17 04:00:00+00:00,189.0,279.85,100.83,42.7,27.5,1869.0,289.89,154.57,56.35,1168.78,134.32,44.89,245.45,108.6,194.16,185.3,128.07,36.06,272.99,156.53,54.5,112.8,81.5,106.79,210.38
2019-05-20 04:00:00+00:00,183.09,275.45,97.5,40.35,26.68,1858.97,272.59,155.98,56.01,1144.66,135.12,43.56,243.69,105.61,183.67,182.72,126.22,34.62,265.08,151.75,53.66,112.15,76.62,104.73,202.81
2019-05-21 04:00:00+00:00,186.6,278.07,99.88,41.27,27.35,1857.52,275.33,155.78,56.52,1154.44,136.45,44.46,246.08,106.83,186.91,184.82,126.9,35.64,271.21,155.06,54.17,112.43,77.75,107.0,206.83
2019-05-22 04:00:00+00:00,182.78,281.82,101.44,40.49,27.41,1859.68,269.22,157.64,55.69,1155.85,136.35,44.0,247.53,105.89,187.18,185.32,127.67,34.73,273.39,152.2,54.2,112.47,69.31,106.78,210.41
2019-05-23 04:00:00+00:00,179.66,274.25,98.73,39.94,26.36,1815.48,260.09,153.71,54.19,1145.34,132.39,44.53,241.31,104.53,185.45,180.87,126.18,33.82,264.79,147.32,53.08,109.9,68.255,105.83,205.32
2019-05-24 04:00:00+00:00,178.97,274.77,98.42,39.5,26.44,1823.28,255.94,154.51,54.37,1138.61,132.28,44.57,257.48,103.81,181.9,181.06,126.24,34.0,268.95,145.15,52.77,109.85,66.21,105.06,210.72
2019-05-28 04:00:00+00:00,178.23,278.25,97.11,39.0,29.03,1836.43,254.48,155.19,53.93,1139.56,130.46,43.57,255.7,102.74,178.78,184.31,126.07,32.94,266.65,143.33,51.75,111.74,65.37,103.21,212.87
2019-05-29 04:00:00+00:00,177.38,273.38,98.11,39.37,28.09,1819.19,254.12,152.89,53.18,1119.94,129.69,44.23,249.62,103.39,177.6,182.19,124.94,33.29,264.19,140.34,51.69,110.08,65.76,104.15,203.23
2019-05-30 04:00:00+00:00,178.3,274.51,98.06,39.75,28.03,1816.32,256.62,155.66,53.57,1121.41,129.57,44.73,248.08,104.5,178.62,183.01,125.73,33.32,262.6,139.11,51.72,111.41,66.59,105.44,207.91
2019-05-31 04:00:00+00:00,175.07,270.9,96.62,38.69,27.41,1775.07,251.64,151.41,52.03,1106.5,126.99,44.04,244.85,103.07,174.61,177.47,123.68,32.61,261.93,135.46,50.6,109.75,66.82,104.31,204.12
2019-06-03 04:00:00+00:00,173.3,259.03,96.07,38.78,27.58,1692.69,253.18,145.1,51.78,1038.74,128.27,43.46,238.07,101.78,172.43,164.15,119.84,32.69,248.38,133.78,50.24,105.52,66.66,105.17,191.88
2019-06-04 04:00:00+00:00,179.64,268.71,100.97,40.42,29.57,1729.56,265.7,150.81,53.23,1054.49,132.69,44.79,247.1,105.32,180.42,167.5,123.16,34.49,257.55,143.0,52.02,108.73,68.45,109.12,195.79
2019-06-05 04:00:00+00:00,182.54,272.86,99.87,40.59,29.5,1738.5,265.72,158.44,54.75,1044.64,131.49,44.55,252.12,106.31,182.32,168.17,125.83,33.34,263.25,141.28,52.1,110.77,67.02,109.48,199.6
2019-06-06 04:00:00+00:00,185.22,274.8,99.97,41.38,31.82,1754.36,272.79,159.31,55.1,1047.76,132.22,45.1,253.2,107.86,184.64,168.33,127.82,33.47,268.49,143.78,52.59,111.78,67.59,110.19,204.11
2019-06-07 04:00:00+00:00,190.15,278.16,100.69,41.51,32.41,1804.03,274.87,161.27,55.93,1068.62,133.31,46.03,257.47,109.42,186.68,173.35,131.4,33.99,274.55,145.5,53.26,114.02,68.69,111.17,211.47
2019-06-10 04:00:00+00:00,192.58,280.34,106.55,43.14,33.23,1860.63,280.21,152.79,56.42,1082.76,134.74,46.8,260.52,113.46,191.17,174.82,132.6,34.94,275.87,148.43,54.01,115.62,70.54,112.63,213.69
2019-06-11 04:00:00+00:00,194.81,275.99,105.17,43.75,32.41,1863.7,283.48,150.15,57.11,1081.04,135.95,46.85,256.73,114.23,189.92,178.1,132.1,34.84,266.29,150.75,53.94,114.6,71.24,112.94,205.77
2019-06-12 04:00:00+00:00,194.19,276.84,104.37,41.5,32.18,1855.32,279.73,151.28,55.86,1079.1,134.87,46.32,257.39,110.1,179.88,175.04,131.49,32.96,267.88,146.2,53.62,114.5,69.59,110.34,209.45
2019-06-13 04:00:00+00:00,194.15,276.3,105.78,41.65,31.39,1870.3,281.61,151.34,56.17,1091.01,135.76,46.7,257.19,110.94,180.19,177.47,132.32,33.38,273.79,148.26,53.84,115.72,69.93,111.18,208.46
2019-06-14 04:00:00+00:00,192.74,274.28,104.02,41.23,30.36,1869.67,265.93,150.01,54.75,1086.3,135.15,46.19,254.13,109.7,176.8,181.33,132.45,32.66,272.25,144.64,53.28,116.17,68.72,107.31,208.0
2019-06-17 04:00:00+00:00,193.89,275.6,105.1,40.5,29.2,1886.03,265.97,150.29,55.4,1093.89,134.95,46.13,254.74,107.93,172.51,189.01,132.85,32.43,274.56,145.03,53.13,117.14,69.11,106.72,209.03
2019-06-18 04:00:00+00:00,198.45,276.78,109.94,42.31,30.45,1901.37,278.05,150.59,56.05,1105.24,136.38,47.37,258.22,111.61,180.44,188.47,135.16,34.29,282.64,152.88,52.9,115.98,71.96,111.04,213.24
